html_file,html_word_count,firebase_collection,firebase_asset_id,firebase_asset_name,html_text_in_asset_pct,asset_text_in_html_pct,migration_percentage,migration_status
FIREBASE/content-viewer.html,77,items,ame-no-murakumo,Ame-no-Murakumo-no-Tsurugi - The Grass-Cutting Sword,39.02,1.78,20.4,Not Migrated
FIREBASE/mythos/celtic/deities/morrigan.html,1453,items,gae-bolg,Gae Bolg,28.53,12.28,20.41,Not Migrated
FIREBASE/mythos/jewish/kabbalah/sefirot/tiferet.html,1746,heroes,jewish_enoch-islam,Eyes of Azrael,0.82,40.0,20.41,Not Migrated
FIREBASE/mythos/native_american/spirits/index.html,640,items,kusanagi,Kusanagi-no-Tsurugi,34.21,6.62,20.41,Not Migrated
FIREBASE/mythos/tarot/deities/magician.html,1087,archetypes,related-mythological-figures,Related Mythological Figures,0.83,40.0,20.41,Not Migrated
mythos/jewish/kabbalah/sefirot/tiferet.html,1746,heroes,jewish_enoch-islam,Eyes of Azrael,0.82,40.0,20.41,Not Migrated
mythos/native_american/spirits/index.html,640,items,kusanagi,Kusanagi-no-Tsurugi,34.21,6.62,20.41,Not Migrated
FIREBASE/mythos/buddhist/rituals/index.html,159,items,kusanagi,Kusanagi-no-Tsurugi,38.96,1.91,20.43,Not Migrated
mythos/jewish/heroes/enoch/enoch-pseudepigrapha.html,1014,heroes,jewish_1-enoch-heavenly-journeys,Eyes of Azrael,6.12,34.74,20.43,Not Migrated
mythos/tarot/deities/magician.html,1057,archetypes,archetypes,Archetypes,0.86,40.0,20.43,Not Migrated
FIREBASE/mythos/celtic/cosmology/creation.html,1931,items,kusanagi,Kusanagi-no-Tsurugi,28.11,12.79,20.45,Not Migrated
FIREBASE/mythos/mayan/deities/index.html,601,items,eye-of-horus,Eye of Horus,34.78,6.11,20.45,Not Migrated
archetypes/journey-archetypes/pilgrimage/index.html,151,items,holy-grail,Holy Grail,37.97,2.96,20.46,Not Migrated
archetypes/wisdom/wisdom-goddess.html,1245,deities,athena,Athena,12.5,28.42,20.46,Not Migrated
FIREBASE/archetypes/journey-archetypes/pilgrimage/index.html,151,items,holy-grail,Holy Grail,37.97,2.96,20.46,Not Migrated
FIREBASE/archetypes/wisdom/wisdom-goddess.html,1245,deities,athena,Athena,12.5,28.42,20.46,Not Migrated
mythos/norse/cosmology/afterlife.html,372,archetypes,world,world,0.92,40.0,20.46,Not Migrated
FIREBASE/mythos/islamic/texts/index.html,176,texts,christian_structure,Seven,7.61,33.33,20.47,Not Migrated
FIREBASE/mythos/jewish/kabbalah/sefirot/chesed.html,1497,heroes,jewish_enoch-islam,Eyes of Azrael,0.94,40.0,20.47,Not Migrated
mythos/egyptian/deities/thoth.html,778,items,eye-of-horus,Eye of Horus,33.42,7.52,20.47,Not Migrated
mythos/jewish/kabbalah/sefirot/chesed.html,1497,heroes,jewish_enoch-islam,Eyes of Azrael,0.94,40.0,20.47,Not Migrated
archetypes/journey-archetypes/initiation/index.html,144,items,hermes-caduceus,Caduceus of Hermes,38.96,2.05,20.5,Not Migrated
FIREBASE/archetypes/journey-archetypes/initiation/index.html,144,items,hermes-caduceus,Caduceus of Hermes,38.96,2.05,20.5,Not Migrated
FIREBASE/mythos/christian/gnostic/deities/archons.html,2483,cosmology,christian_salvation,Christian Cosmology,3.67,37.36,20.52,Not Migrated
FIREBASE/mythos/norse/beings/valkyries.html,295,items,gae-bolg,Gae Bolg,37.59,3.45,20.52,Not Migrated
FIREBASE/mythos/sumerian/path/index.html,161,items,kusanagi,Kusanagi-no-Tsurugi,39.19,1.84,20.52,Not Migrated
mythos/christian/gnostic/deities/archons.html,2483,cosmology,christian_salvation,Christian Cosmology,3.67,37.36,20.52,Not Migrated
mythos/norse/beings/valkyries.html,295,items,gae-bolg,Gae Bolg,37.59,3.45,20.52,Not Migrated
mythos/sumerian/path/index.html,161,items,kusanagi,Kusanagi-no-Tsurugi,39.19,1.84,20.52,Not Migrated
FIREBASE/mythos/jewish/heroes/enoch/enoch-pseudepigrapha.html,987,heroes,jewish_1-enoch-heavenly-journeys,Eyes of Azrael,6.31,34.74,20.53,Not Migrated
FIREBASE/mythos/christian/gnostic/universal-salvation/divine-love-wins.html,2791,cosmology,christian_salvation,Christian Cosmology,3.71,37.36,20.54,Not Migrated
FIREBASE/mythos/hindu/deities/dhanvantari.html,203,items,hermes-caduceus,Caduceus of Hermes,38.82,2.26,20.54,Not Migrated
FIREBASE/mythos/hindu/deities/prithvi.html,178,items,hermes-caduceus,Caduceus of Hermes,38.82,2.26,20.54,Not Migrated
mythos/christian/gnostic/universal-salvation/divine-love-wins.html,2791,cosmology,christian_salvation,Christian Cosmology,3.71,37.36,20.54,Not Migrated
mythos/greek/deities/hera.html,800,deities,demeter,Demeter,19.79,21.29,20.54,Not Migrated
mythos/hindu/deities/dhanvantari.html,203,items,hermes-caduceus,Caduceus of Hermes,38.82,2.26,20.54,Not Migrated
mythos/hindu/deities/prithvi.html,178,items,hermes-caduceus,Caduceus of Hermes,38.82,2.26,20.54,Not Migrated
mythos/greek/deities/index.html,473,items,eye-of-horus,Eye of Horus,36.24,4.87,20.55,Not Migrated
FIREBASE/mythos/aztec/deities/index.html,499,deities,aztec_tlaloc,Aztec - Tlaloc,10.41,30.77,20.59,Not Migrated
FIREBASE/mythos/celtic/deities/index.html,1028,items,gae-bolg,Gae Bolg,31.53,9.66,20.59,Not Migrated
mythos/islamic/cosmology/index.html,823,cosmology,islamic_creation,Islamic Cosmology,3.7,37.5,20.6,Not Migrated
FIREBASE/magic/divination/runes.html,2551,items,hofud,Höfuð - Heimdall's Sword,22.29,18.93,20.61,Not Migrated
FIREBASE/mythos/sumerian/herbs/index.html,169,items,kusanagi,Kusanagi-no-Tsurugi,39.24,1.97,20.61,Not Migrated
magic/divination/runes.html,2551,items,hofud,Höfuð - Heimdall's Sword,22.29,18.93,20.61,Not Migrated
mythos/celtic/deities/manannan.html,1257,items,fragarach,Fragarach,18.63,22.61,20.62,Not Migrated
mythos/christian/gnostic/concepts/demiurge-vs-monad.html,2862,rituals,christian_sacraments,Christian Tradition,2.07,39.22,20.64,Not Migrated
FIREBASE/mythos/christian/gnostic/concepts/demiurge-vs-monad.html,2835,rituals,christian_sacraments,Christian Tradition,2.11,39.22,20.66,Not Migrated
mythos/chinese/rituals/index.html,457,mythologies,chinese,Chinese Mythology,8.56,32.76,20.66,Not Migrated
FIREBASE/mythos/buddhist/deities/yamantaka.html,142,items,hermes-caduceus,Caduceus of Hermes,39.44,1.92,20.68,Not Migrated
FIREBASE/mythos/greek/deities/prometheus.html,1390,items,pandoras-box,Pandora's Box,8.96,32.39,20.68,Not Migrated
mythos/buddhist/deities/yamantaka.html,142,items,hermes-caduceus,Caduceus of Hermes,39.44,1.92,20.68,Not Migrated
FIREBASE/mythos/buddhist/texts/index.html,163,texts,christian_structure,Seven,8.05,33.33,20.69,Not Migrated
mythos/christian/texts/revelation/babylon-falls.html,248,archetypes,world,world,1.38,40.0,20.69,Not Migrated
FIREBASE/mythos/apocryphal/enoch-visualizations.html,1534,heroes,jewish_1-enoch-heavenly-journeys,Eyes of Azrael,5.62,35.79,20.7,Not Migrated
mythos/apocryphal/enoch-visualizations.html,1534,heroes,jewish_1-enoch-heavenly-journeys,Eyes of Azrael,5.62,35.79,20.7,Not Migrated
FIREBASE/herbalism/universal/soma.html,2482,herbs,hindu_soma,Hindu Mythology,1.48,40.0,20.74,Not Migrated
herbalism/universal/soma.html,2482,herbs,hindu_soma,Hindu Mythology,1.48,40.0,20.74,Not Migrated
FIREBASE/mythos/egyptian/texts/index.html,178,items,hofud,Höfuð - Heimdall's Sword,39.29,2.21,20.75,Not Migrated
FIREBASE/mythos/tarot/symbols/index.html,169,symbols,persian_sacred-fire,Sacred Fire,13.83,27.66,20.75,Not Migrated
mythos/tarot/symbols/index.html,169,symbols,persian_sacred-fire,Sacred Fire,13.83,27.66,20.75,Not Migrated
archetypes/story-archetypes/index.html,268,items,hermes-caduceus,Caduceus of Hermes,37.96,3.56,20.76,Not Migrated
FIREBASE/archetypes/story-archetypes/index.html,268,items,hermes-caduceus,Caduceus of Hermes,37.96,3.56,20.76,Not Migrated
FIREBASE/mythos/buddhist/deities/guanyin.html,172,deities,chinese_guanyin,Chinese - Guanyin,21.11,20.43,20.77,Not Migrated
FIREBASE/mythos/christian/texts/revelation/babylon-falls.html,215,archetypes,world,world,1.55,40.0,20.77,Not Migrated
FIREBASE/mythos/islamic/magic/index.html,181,items,eye-of-horus,Eye of Horus,39.36,2.17,20.77,Not Migrated
mythos/aztec/deities/index.html,306,items,hofud,Höfuð - Heimdall's Sword,37.5,4.03,20.77,Not Migrated
mythos/buddhist/deities/guanyin.html,172,deities,chinese_guanyin,Chinese - Guanyin,21.11,20.43,20.77,Not Migrated
FIREBASE/magic/traditions/goetia.html,2962,texts,christian_seven-seals,Revelation 6,0.7,40.91,20.8,Not Migrated
magic/traditions/goetia.html,2962,texts,christian_seven-seals,Revelation 6,0.7,40.91,20.8,Not Migrated
mythos/greek/deities/prometheus.html,1343,items,pandoras-box,Pandora's Box,9.24,32.39,20.82,Not Migrated
mythos/norse/deities/loki.html,428,items,hofud,Höfuð - Heimdall's Sword,36.54,5.1,20.82,Not Migrated
FIREBASE/mythos/celtic/deities/lugh.html,1550,items,fragarach,Fragarach,16.76,24.9,20.83,Not Migrated
FIREBASE/mythos/greek/cosmology/primordials.html,125,items,hofud,Höfuð - Heimdall's Sword,40.0,1.74,20.87,Not Migrated
mythos/chinese/herbs/index.html,1186,items,ginseng,Ginseng,12.63,29.13,20.88,Not Migrated
FIREBASE/spiritual-items/relics/staff-of-moses.html,590,items,aarons-rod,Aaron's Rod,19.67,22.1,20.89,Not Migrated
spiritual-items/relics/staff-of-moses.html,590,items,aarons-rod,Aaron's Rod,19.67,22.1,20.89,Not Migrated
mythos/tarot/cosmology/tree-of-life.html,43,cosmology,tarot_tree-of-life,Hermetic Cosmology,23.08,18.75,20.91,Not Migrated
FIREBASE/mythos/christian/gnostic/universal-salvation/inclusion-gentiles.html,3002,cosmology,christian_salvation,Christian Cosmology,3.39,38.46,20.93,Not Migrated
FIREBASE/mythos/hindu/deities/dyaus.html,184,items,kusanagi,Kusanagi-no-Tsurugi,39.76,2.1,20.93,Not Migrated
mythos/christian/gnostic/universal-salvation/inclusion-gentiles.html,3002,cosmology,christian_salvation,Christian Cosmology,3.39,38.46,20.93,Not Migrated
mythos/christian/texts/revelation/seven-bowls.html,187,archetypes,world,world,1.85,40.0,20.93,Not Migrated
mythos/hindu/deities/dyaus.html,184,items,kusanagi,Kusanagi-no-Tsurugi,39.76,2.1,20.93,Not Migrated
FIREBASE/mythos/native_american/spirits/spider-woman.html,1404,items,draupnir,Draupnir,31.71,10.16,20.94,Not Migrated
mythos/native_american/spirits/spider-woman.html,1404,items,draupnir,Draupnir,31.71,10.16,20.94,Not Migrated
archetypes/journey-archetypes/quest-journey/index.html,141,items,golden-fleece,Golden Fleece,35.71,6.19,20.95,Not Migrated
FIREBASE/archetypes/journey-archetypes/quest-journey/index.html,141,items,golden-fleece,Golden Fleece,35.71,6.19,20.95,Not Migrated
FIREBASE/mythos/celtic/deities/manannan.html,1605,items,fragarach,Fragarach,17.07,24.9,20.98,Not Migrated
archetypes/otherworld-island/index.html,2428,places,tir-na-nog,Tir na nOg,2.01,40.0,21.0,Not Migrated
FIREBASE/archetypes/otherworld-island/index.html,2428,places,tir-na-nog,Tir na nOg,2.01,40.0,21.0,Not Migrated
FIREBASE/mythos/persian/heroes/index.html,1003,mythologies,persian,Persian Mythology,4.72,37.29,21.0,Not Migrated
mythos/jewish/texts/genesis/parallels/potter-and-clay.html,2118,cosmology,sumerian_creation,From Nammu to Humanity,2.43,39.58,21.0,Not Migrated
FIREBASE/mythos/jewish/texts/genesis/parallels/potter-and-clay.html,2091,cosmology,sumerian_creation,From Nammu to Humanity,2.48,39.58,21.03,Not Migrated
FIREBASE/mythos/buddhist/creatures/index.html,1670,cosmology,buddhist_samsara,Buddhist Mythology,3.11,38.98,21.04,Not Migrated
FIREBASE/mythos/sumerian/deities/utu.html,141,deities,babylonian_shamash,Shamash,27.4,14.71,21.05,Not Migrated
mythos/sumerian/deities/utu.html,123,items,apollo-bow,Apollo's Silver Bow,40.0,2.14,21.07,Not Migrated
FIREBASE/mythos/christian/texts/revelation/seven-bowls.html,154,archetypes,world,world,2.17,40.0,21.09,Not Migrated
mythos/chinese/deities/xi-wangmu.html,1154,items,peach-immortality,Peach of Immortality,14.0,28.17,21.09,Not Migrated
FIREBASE/magic/ritual/shamanism.html,3681,herbs,norse_yew,Norse Mythology,1.61,40.62,21.11,Not Migrated
magic/ritual/shamanism.html,3681,herbs,norse_yew,Norse Mythology,1.61,40.62,21.11,Not Migrated
mythos/celtic/herbs/index.html,155,mythologies,norse,Norse Mythology,18.57,23.64,21.11,Not Migrated
mythos/japanese/deities/tsukuyomi.html,975,items,kusanagi,Kusanagi-no-Tsurugi,32.36,9.86,21.11,Not Migrated
FIREBASE/backups/index-pages/aztec-index-backup-1765600172677.html,446,items,hofud,Höfuð - Heimdall's Sword,36.82,5.44,21.13,Not Migrated
FIREBASE/mythos/aztec/index.html,446,items,hofud,Höfuð - Heimdall's Sword,36.82,5.44,21.13,Not Migrated
FIREBASE/mythos/jewish/kabbalah/sefirot/malkhut.html,1772,texts,christian_new-creation,Revelation 21,1.35,40.91,21.13,Not Migrated
mythos/jewish/kabbalah/sefirot/malkhut.html,1772,texts,christian_new-creation,Revelation 21,1.35,40.91,21.13,Not Migrated
FIREBASE/mythos/jewish/heroes/enoch/index.html,968,heroes,jewish_1-enoch-heavenly-journeys,Eyes of Azrael,7.57,34.74,21.16,Not Migrated
mythos/jewish/heroes/enoch/index.html,968,heroes,jewish_1-enoch-heavenly-journeys,Eyes of Azrael,7.57,34.74,21.16,Not Migrated
mythos/persian/deities/index.html,618,deities,amesha-spentas,✨ Amesha Spentas,5.13,37.21,21.17,Not Migrated
FIREBASE/mythos/sumerian/heroes/index.html,160,items,kusanagi,Kusanagi-no-Tsurugi,40.58,1.78,21.18,Not Migrated
mythos/roman/creatures/index.html,1276,places,duat,Duat,1.19,41.18,21.18,Not Migrated
FIREBASE/mythos/christian/gnostic/index.html,1706,texts,christian_millennium,Revelation 20,1.48,40.91,21.19,Not Migrated
mythos/christian/gnostic/index.html,1706,texts,christian_millennium,Revelation 20,1.48,40.91,21.19,Not Migrated
FIREBASE/mythos/chinese/deities/nezha.html,1274,deities,chinese_jade-emperor,Chinese - Jade Emperor,1.49,40.91,21.2,Not Migrated
FIREBASE/mythos/jewish/kabbalah/sefirot/gevurah.html,1617,heroes,christian_daniel,Daniel the Prophet,0.72,41.67,21.2,Not Migrated
mythos/jewish/kabbalah/sefirot/gevurah.html,1617,heroes,christian_daniel,Daniel the Prophet,0.72,41.67,21.2,Not Migrated
FIREBASE/mythos/babylonian/path/index.html,183,symbols,persian_sacred-fire,Sacred Fire,14.77,27.66,21.21,Not Migrated
mythos/babylonian/path/index.html,183,symbols,persian_sacred-fire,Sacred Fire,14.77,27.66,21.21,Not Migrated
mythos/greek/magic/index.html,142,items,eye-of-horus,Eye of Horus,40.98,1.47,21.22,Not Migrated
FIREBASE/mythos/celtic/symbols/index.html,207,items,draupnir,Draupnir,40.21,2.25,21.23,Not Migrated
FIREBASE/mythos/greek/deities/zeus.html,990,places,mount-olympus,Mount Olympus,2.99,39.47,21.23,Not Migrated
FIREBASE/mythos/jewish/kabbalah/sefirot/netzach.html,1445,rituals,roman_triumph,Roman Mythology,0.79,41.67,21.23,Not Migrated
FIREBASE/mythos/mayan/deities/ah-puch.html,1189,places,duat,Duat,1.28,41.18,21.23,Not Migrated
mythos/celtic/symbols/index.html,207,items,draupnir,Draupnir,40.21,2.25,21.23,Not Migrated
mythos/jewish/kabbalah/sefirot/netzach.html,1445,rituals,roman_triumph,Roman Mythology,0.79,41.67,21.23,Not Migrated
mythos/celtic/index.html,689,mythologies,celtic,Celtic Mythology,5.75,36.73,21.24,Not Migrated
mythos/roman/deities/venus.html,606,deities,aphrodite,Aphrodite,20.16,22.32,21.24,Not Migrated
FIREBASE/mythos/jewish/kabbalah/sefirot/binah.html,1471,heroes,christian_daniel,Daniel the Prophet,0.83,41.67,21.25,Not Migrated
mythos/chinese/magic/index.html,579,mythologies,chinese,Chinese Mythology,6.29,36.21,21.25,Not Migrated
mythos/japanese/deities/hachiman.html,931,items,kusanagi,Kusanagi-no-Tsurugi,32.83,9.67,21.25,Not Migrated
mythos/jewish/kabbalah/sefirot/binah.html,1471,heroes,christian_daniel,Daniel the Prophet,0.83,41.67,21.25,Not Migrated
FIREBASE/mythos/babylonian/heroes/index.html,1541,items,kusanagi,Kusanagi-no-Tsurugi,30.25,12.28,21.27,Not Migrated
FIREBASE/mythos/chinese/symbols/index.html,884,deities,buddhist_guanyin,Buddhist Mythology,1.36,41.18,21.27,Not Migrated
mythos/chinese/symbols/index.html,884,deities,buddhist_guanyin,Buddhist Mythology,1.36,41.18,21.27,Not Migrated
mythos/mayan/deities/ah-puch.html,1136,places,duat,Duat,1.38,41.18,21.28,Not Migrated
mythos/norse/deities/hel.html,461,items,draupnir,Draupnir,38.12,4.44,21.28,Not Migrated
FIREBASE/mythos/japanese/deities/izanami.html,1872,items,kusanagi,Kusanagi-no-Tsurugi,28.46,14.12,21.29,Not Migrated
mythos/tarot/creatures/kerubim.html,38,creatures,tarot_kerubim,Tarot Symbolic Creatures,33.33,9.26,21.29,Not Migrated
FIREBASE/mythos/islamic/symbols/index.html,175,symbols,persian_sacred-fire,Sacred Fire,14.94,27.66,21.3,Not Migrated
mythos/islamic/symbols/index.html,175,symbols,persian_sacred-fire,Sacred Fire,14.94,27.66,21.3,Not Migrated
mythos/japanese/deities/raijin.html,1132,items,kusanagi,Kusanagi-no-Tsurugi,32.05,10.56,21.3,Not Migrated
mythos/babylonian/creatures/scorpion-men.html,32,symbols,persian_faravahar,Persian Mythology,33.33,9.3,21.31,Not Migrated
archetypes/sun-god/index.html,2349,deities,egyptian_ptah,Creator God & Master Craftsman | Egyptian Mythology,0.97,41.67,21.32,Not Migrated
FIREBASE/archetypes/sun-god/index.html,2349,deities,egyptian_ptah,Creator God & Master Craftsman | Egyptian Mythology,0.97,41.67,21.32,Not Migrated
FIREBASE/magic/practical/talismans.html,3254,heroes,jewish_magician-showdown,The Magician Showdown: Moses vs. Pharaoh's Sorcerers | Eyes of Azrael,0.53,42.11,21.32,Not Migrated
magic/practical/talismans.html,3254,heroes,jewish_magician-showdown,The Magician Showdown: Moses vs. Pharaoh's Sorcerers | Eyes of Azrael,0.53,42.11,21.32,Not Migrated
mythos/christian/heroes/daniel.html,43,heroes,christian_daniel,Daniel the Prophet,17.65,25.0,21.32,Not Migrated
mythos/christian/heroes/elijah.html,43,heroes,christian_elijah,Elijah the Prophet,17.65,25.0,21.32,Not Migrated
mythos/islamic/heroes/nuh.html,36,heroes,islamic_nuh,Nuh (Noah),17.65,25.0,21.32,Not Migrated
index_old_static.html,56,items,eye-of-horus,Eye of Horus,41.94,0.76,21.35,Not Migrated
index_static.html,56,items,eye-of-horus,Eye of Horus,41.94,0.76,21.35,Not Migrated
mythos/hindu/creatures/garuda.html,32,deities,allah,Islamic Theology,41.67,1.02,21.35,Not Migrated
mythos/chinese/deities/nezha.html,973,deities,chinese_jade-emperor,Chinese - Jade Emperor,1.83,40.91,21.37,Not Migrated
mythos/buddhist/rituals/calendar.html,51,rituals,buddhist_calendar,Buddhist Calendar,40.0,2.79,21.39,Not Migrated
FIREBASE/mythos/christian/gnostic/gods-infinite-love.html,4079,rituals,christian_sacraments,Christian Tradition,1.64,41.18,21.41,Not Migrated
mythos/christian/gnostic/gods-infinite-love.html,4079,rituals,christian_sacraments,Christian Tradition,1.64,41.18,21.41,Not Migrated
FIREBASE/mythos/chinese/deities/index.html,968,heroes,hindu_krishna,Krishna,1.93,40.91,21.42,Not Migrated
FIREBASE/mythos/sumerian/magic/index.html,157,items,eye-of-horus,Eye of Horus,41.1,1.76,21.43,Not Migrated
FIREBASE/mythos/celtic/deities/danu.html,1393,deities,danu,Danu,2.14,40.74,21.44,Not Migrated
FIREBASE/mythos/christian/gnostic/universal-salvation/all-souls-saved.html,3180,cosmology,christian_salvation,Christian Cosmology,3.34,39.56,21.45,Not Migrated
FIREBASE/mythos/japanese/deities/tsukuyomi.html,1401,items,kusanagi,Kusanagi-no-Tsurugi,30.24,12.66,21.45,Not Migrated
mythos/christian/gnostic/universal-salvation/all-souls-saved.html,3180,cosmology,christian_salvation,Christian Cosmology,3.34,39.56,21.45,Not Migrated
FIREBASE/mythos/jewish/kabbalah/sefirot/index.html,675,cosmology,tarot_creation,The Lightning Flash of Emanation,6.19,36.73,21.46,Not Migrated
mythos/jewish/kabbalah/sefirot/index.html,675,cosmology,tarot_creation,The Lightning Flash of Emanation,6.19,36.73,21.46,Not Migrated
FIREBASE/mythos/persian/path/index.html,199,cosmology,persian_threefold-path,Persian Mythology,7.95,35.0,21.48,Not Migrated
mythos/persian/path/index.html,199,cosmology,persian_threefold-path,Persian Mythology,7.95,35.0,21.48,Not Migrated
FIREBASE/mythos/chinese/texts/index.html,887,mythologies,chinese,Chinese Mythology,5.09,37.93,21.51,Not Migrated
mythos/celtic/deities/danu.html,1322,deities,danu,Danu,2.27,40.74,21.51,Not Migrated
archetypes.html,74,items,draupnir,Draupnir,42.11,0.92,21.52,Not Migrated
FIREBASE/magic/texts/sefer-yetzirah.html,1980,mythologies,tarot,Tarot & Hermetic Tradition,2.14,40.91,21.52,Not Migrated
FIREBASE/mythos/islamic/heroes/nuh.html,1189,cosmology,islamic_creation,Islamic Cosmology,3.05,40.0,21.52,Not Migrated
magic/texts/sefer-yetzirah.html,1980,mythologies,tarot,Tarot & Hermetic Tradition,2.14,40.91,21.52,Not Migrated
FIREBASE/mythos/buddhist/rituals/calendar.html,128,rituals,buddhist_calendar,Buddhist Calendar,36.36,6.7,21.53,Not Migrated
FIREBASE/mythos/hindu/deities/ganesha.html,1904,texts,egyptian_amduat,Journey Through the Underworld | Egyptian Mythology,0.95,42.11,21.53,Not Migrated
FIREBASE/mythos/sumerian/texts/index.html,148,items,hofud,Höfuð - Heimdall's Sword,41.1,2.01,21.55,Not Migrated
FIREBASE/mythos/roman/deities/mercury.html,311,items,hermes-caduceus,Caduceus of Hermes,38.69,4.45,21.57,Not Migrated
mythos/greek/deities/zeus.html,778,places,mount-olympus,Mount Olympus,3.69,39.47,21.58,Not Migrated
FIREBASE/mythos/greek/deities/hades.html,750,places,duat,Duat,1.99,41.18,21.59,Not Migrated
FIREBASE/mythos/buddhist/symbols/index.html,168,items,draupnir,Draupnir,41.18,2.02,21.6,Not Migrated
FIREBASE/mythos/roman/cosmology/index.html,732,places,duat,Duat,2.02,41.18,21.6,Not Migrated
mythos/buddhist/symbols/index.html,168,items,draupnir,Draupnir,41.18,2.02,21.6,Not Migrated
mythos/japanese/deities/izanami.html,1823,items,kusanagi,Kusanagi-no-Tsurugi,29.28,13.93,21.61,Not Migrated
FIREBASE/mythos/chinese/path/index.html,788,mythologies,chinese,Chinese Mythology,5.31,37.93,21.62,Not Migrated
FIREBASE/mythos/christian/herbs/index.html,1413,deities,christian_jesus-christ,Jesus Christ,8.45,34.78,21.62,Not Migrated
mythos/chinese/path/index.html,788,mythologies,chinese,Chinese Mythology,5.31,37.93,21.62,Not Migrated
FIREBASE/spiritual-places/realms/avalon.html,1431,items,excalibur,Excalibur,27.64,15.67,21.66,Not Migrated
spiritual-places/realms/avalon.html,1431,items,excalibur,Excalibur,27.64,15.67,21.66,Not Migrated
FIREBASE/backups/index-pages/yoruba-index-backup-1765600172678.html,1229,deities,egyptian_ptah,Creator God & Master Craftsman | Egyptian Mythology,1.67,41.67,21.67,Not Migrated
FIREBASE/mythos/celtic/heroes/index.html,200,items,hofud,Höfuð - Heimdall's Sword,40.59,2.75,21.67,Not Migrated
FIREBASE/mythos/yoruba/index.html,1229,deities,egyptian_ptah,Creator God & Master Craftsman | Egyptian Mythology,1.67,41.67,21.67,Not Migrated
mythos/christian/gnostic/mary-magdalene.html,2776,heroes,christian_andrew,The First Called,1.03,42.31,21.67,Not Migrated
FIREBASE/mythos/christian/gnostic/mary-magdalene.html,2749,heroes,christian_andrew,The First Called,1.05,42.31,21.68,Not Migrated
FIREBASE/magic/divination/i-ching.html,2330,heroes,jewish_assumption-tradition,Eyes of Azrael,0.55,42.86,21.7,Not Migrated
FIREBASE/mythos/christian/gnostic/sophia-redemption.html,2286,cosmology,christian_afterlife,Christian Mythology,6.56,36.84,21.7,Not Migrated
FIREBASE/mythos/islamic/creatures/index.html,194,items,hofud,Höfuð - Heimdall's Sword,40.86,2.55,21.7,Not Migrated
FIREBASE/mythos/persian/rituals/index.html,1395,symbols,persian_sacred-fire,Sacred Fire,2.97,40.43,21.7,Not Migrated
magic/divination/i-ching.html,2330,heroes,jewish_assumption-tradition,Eyes of Azrael,0.55,42.86,21.7,Not Migrated
mythos/christian/gnostic/sophia-redemption.html,2286,cosmology,christian_afterlife,Christian Mythology,6.56,36.84,21.7,Not Migrated
FIREBASE/mythos/roman/deities/index.html,825,deities,egyptian_hathor,Goddess of Love & Joy | Egyptian Mythology,2.68,40.74,21.71,Not Migrated
mythos/roman/deities/index.html,781,deities,egyptian_hathor,Goddess of Love & Joy | Egyptian Mythology,2.68,40.74,21.71,Not Migrated
mythos/islamic/cosmology/tawhid.html,1753,rituals,islamic_salat,Salat,3.06,40.38,21.72,Not Migrated
FIREBASE/mythos/greek/beings/typhon.html,152,creatures,hydra,The Lernaean Hydra,10.13,33.33,21.73,Not Migrated
FIREBASE/mythos/islamic/cosmology/tawhid.html,1889,rituals,islamic_salat,Salat,3.08,40.38,21.73,Not Migrated
mythos/greek/beings/typhon.html,152,creatures,hydra,The Lernaean Hydra,10.13,33.33,21.73,Not Migrated
entity-dynamic.html,32,items,hermes-caduceus,Caduceus of Hermes,42.86,0.62,21.74,Not Migrated
FIREBASE/mythos/christian/magic/index.html,165,mythologies,jewish,Jewish Tradition,17.07,26.42,21.75,Not Migrated
FIREBASE/mythos/egyptian/creatures/sphinx.html,311,items,eye-of-horus,Eye of Horus,40.0,3.52,21.76,Not Migrated
FIREBASE/mythos/norse/texts/index.html,182,items,hofud,Höfuð - Heimdall's Sword,41.18,2.35,21.77,Not Migrated
FIREBASE/magic/traditions/necromancy.html,2530,herbs,buddhist_preparations,Buddhist Mythology,0.83,42.86,21.84,Not Migrated
FIREBASE/mythos/celtic/path/index.html,169,mythologies,greek,Greek Mythology,18.67,25.0,21.84,Not Migrated
magic/traditions/necromancy.html,2530,herbs,buddhist_preparations,Buddhist Mythology,0.83,42.86,21.84,Not Migrated
mythos/celtic/path/index.html,169,mythologies,greek,Greek Mythology,18.67,25.0,21.84,Not Migrated
mythos/chinese/deities/index.html,752,mythologies,chinese,Chinese Mythology,5.74,37.93,21.84,Not Migrated
FIREBASE/spiritual-items/ritual/thurible.html,2466,herbs,buddhist_preparations,Buddhist Mythology,0.84,42.86,21.85,Not Migrated
spiritual-items/ritual/thurible.html,2466,herbs,buddhist_preparations,Buddhist Mythology,0.84,42.86,21.85,Not Migrated
FIREBASE/mythos/egyptian/locations/nile.html,654,deities,egyptian_sobek,Crocodile God | Egyptian Mythology,2.81,40.91,21.86,Not Migrated
mythos/greek/rituals/index.html,177,items,eye-of-horus,Eye of Horus,42.03,1.7,21.87,Not Migrated
archetypes/place-archetypes/index.html,423,places,yggdrasil,Yggdrasil,8.33,35.42,21.88,Not Migrated
FIREBASE/archetypes/place-archetypes/index.html,423,places,yggdrasil,Yggdrasil,8.33,35.42,21.88,Not Migrated
